soil_moisture,soil_temp,soil_ph,soil_ec,air_temp,humidity,co2_ppm,vpd_kpa,growth_stage,days_since_transplant,irrigation_needed,growth_stage_encoded
91.82,29.89,6.54,3.4,23.81,75.7,1162.8,0.53,seedling,58,0,0
53.21,34.58,5.11,1.1,18.38,62.98,1496.4,0.6,seedling,36,1,0
32.86,22.84,5.63,0.9,21.32,50.9,1467.8,0.86,vegetative,46,1,1
57.24,24.12,6.33,2.17,23.82,56.32,1358.4,0.57,vegetative,60,1,1
52.34,24.12,7.42,4.11,36.34,53.39,1476.0,1.04,vegetative,27,1,1
91.84,17.63,6.49,2.82,23.89,87.85,1214.9,1.86,fruiting,7,0,3
77.8,27.23,5.94,1.14,39.19,73.94,1289.9,1.45,vegetative,46,0,1
54.8,37.35,5.02,4.44,41.47,96.78,871.9,2.42,vegetative,7,1,1
35.56,29.31,5.85,3.96,24.66,68.19,376.2,0.83,fruiting,30,1,3
45.78,26.09,7.45,2.02,18.61,64.62,1020.8,0.22,vegetative,30,1,1
91.87,23.81,5.49,2.64,22.72,52.24,1008.5,2.31,fruiting,23,0,3
83.4,34.26,7.21,4.09,23.72,45.02,369.8,2.16,fruiting,4,0,3
52.08,23.12,7.87,0.76,35.89,57.65,346.9,1.91,vegetative,51,1,1
76.0,26.83,7.33,2.82,22.74,81.84,1007.0,0.23,fruiting,68,0,3
78.7,15.24,7.85,3.31,23.64,58.23,1333.8,2.28,fruiting,7,0,3
69.67,37.9,6.79,3.64,35.76,59.97,746.2,1.87,flowering,13,0,2
45.78,25.06,6.44,1.21,38.66,69.97,1340.1,0.8,vegetative,46,1,1
63.13,22.83,6.6,2.19,22.67,91.53,521.7,1.77,fruiting,67,1,3
86.97,17.0,6.48,2.33,15.22,65.27,742.8,1.74,fruiting,13,0,3
91.7,28.36,5.41,1.53,24.82,89.77,504.8,0.71,vegetative,57,0,1
62.75,29.52,6.16,1.25,21.02,85.75,1372.2,1.33,vegetative,6,0,1
70.51,24.56,6.18,2.76,21.53,44.5,329.3,0.78,seedling,16,0,0
51.86,30.37,6.85,2.51,38.03,80.4,1367.5,0.85,vegetative,37,1,1
36.38,37.41,5.42,1.86,23.62,44.26,482.7,0.3,vegetative,47,1,1
71.69,30.13,7.99,1.05,20.17,48.86,1006.9,0.51,fruiting,63,0,3
58.13,27.46,7.74,2.78,20.63,59.56,935.8,0.56,flowering,7,1,2
40.76,24.44,6.89,2.04,24.66,40.06,1265.2,2.25,fruiting,66,1,3
65.67,20.46,8.0,2.86,33.39,78.9,1314.3,0.22,vegetative,61,1,1
56.62,14.61,5.66,3.27,20.44,43.07,1041.2,1.39,fruiting,53,1,3
65.87,32.97,5.64,1.88,38.61,42.86,914.8,1.31,fruiting,51,1,3
57.77,16.64,6.34,2.75,15.01,46.51,750.2,0.32,seedling,18,1,0
87.56,32.12,6.79,0.54,38.75,65.35,1417.9,1.34,fruiting,54,0,3
93.6,36.84,6.19,2.96,39.05,87.37,875.3,0.8,seedling,27,0,0
76.98,37.27,7.59,1.32,34.43,56.48,1120.2,1.73,vegetative,32,0,1
34.85,22.35,5.68,3.38,28.23,82.81,918.4,0.4,fruiting,16,1,3
88.73,27.73,7.26,3.51,19.21,49.36,385.1,0.94,flowering,37,0,2
77.21,30.64,5.61,0.73,29.74,79.92,1497.9,1.02,fruiting,68,0,3
74.81,28.36,5.16,0.81,15.56,61.14,1195.0,0.6,flowering,12,0,2
57.24,19.36,5.49,2.33,36.62,56.61,915.0,1.59,flowering,5,1,2
73.82,30.47,6.96,2.16,17.7,91.94,909.3,1.14,flowering,33,0,2
86.6,21.6,5.92,0.91,38.68,61.19,987.1,2.27,vegetative,49,0,1
75.56,24.35,6.18,4.46,31.53,60.94,609.4,0.29,fruiting,8,0,3
60.59,37.35,5.23,0.51,25.28,74.26,1055.0,1.3,seedling,34,0,0
86.41,30.17,6.99,2.89,20.48,64.41,1135.1,1.44,seedling,1,0,0
37.6,17.7,7.51,3.23,28.07,91.81,335.5,0.99,fruiting,40,1,3
54.74,15.53,5.2,0.67,26.05,80.95,544.5,1.69,fruiting,63,1,3
47.3,17.11,6.73,1.73,33.0,70.78,771.1,0.62,flowering,14,1,2
65.96,21.89,5.36,2.37,15.09,62.9,426.9,0.26,fruiting,23,0,3
72.86,25.18,7.06,1.82,26.09,89.25,694.7,2.42,vegetative,14,0,1
60.14,33.14,7.19,1.2,21.39,72.79,654.2,1.17,flowering,1,1,2
76.23,23.06,6.24,1.99,29.49,65.84,1367.5,1.8,fruiting,25,0,3
35.25,37.6,6.07,1.82,17.47,73.38,1003.1,1.34,vegetative,62,1,1
72.17,21.56,7.14,4.4,39.22,56.62,692.1,1.05,vegetative,26,0,1
79.53,22.77,7.64,4.21,15.66,96.34,1152.0,1.4,vegetative,47,0,1
74.57,35.72,6.82,2.31,30.45,51.52,1126.9,0.63,flowering,16,0,2
34.7,35.44,6.83,0.96,28.8,68.34,372.5,1.6,fruiting,69,1,3
43.19,34.7,6.03,4.29,16.94,67.71,1016.5,0.77,fruiting,60,1,3
84.42,26.68,5.09,4.44,17.01,79.67,824.7,0.77,fruiting,23,0,3
80.41,36.33,6.08,3.72,28.46,62.6,1426.1,1.37,flowering,52,0,2
72.93,36.48,5.56,2.63,21.34,88.69,1165.3,2.04,fruiting,14,0,3
40.43,26.26,6.16,1.14,38.99,96.47,982.3,1.98,fruiting,16,1,3
44.11,28.14,6.31,4.3,24.64,83.29,999.7,0.33,seedling,41,1,0
30.52,34.22,7.86,3.36,34.81,93.21,550.9,2.49,fruiting,42,1,3
75.7,16.76,5.25,3.86,26.53,65.73,1317.4,1.63,vegetative,15,0,1
